Name,Category,Area,Organisation,Temporal event,Sub category,Summary,Adress,y,x,Website,Performance pop up_valuable,Performance pop up_threatened,Performance pop up_community,Creative edin pop up_valuable,Creative edin pop up_threatened,Creative edin pop up_community,Sculpture workshop pop up_valuable,Sculpture workshop pop up_risk,Sculpture workshop pop up_vcommunity,W1_T1_valuable,W1_T1_risk,W1_T1_community,W1_T2_valuable,W1_T2_risk,W1_T2_community,W1_T3_valuable,W1_T3_risk,W1_T3_community,W1_T4_valuable,W1_T4_risk,W1_T4_community,W2_T1_valuable,W2_T1_risk,W2_T1_community,W2_T2_valuable,W2_T2_risk,W2_T2_community,W3_valuable,W3_risk,W3_community,Pop uo_NEA_value,Pop uo_NEA_risk,Pop uo_NEA_community,Sum,Value,Risk,Community
The Broomhouse Centre,Community organisation,,Community development trust,,Community Centre,,"79-89 Broomhouse Cres, Edinburgh EH11 3RH",55.92851,-3.277659,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
The Citadel Youth Centre,Community organisation,,,,Youth Centre,,"The Citadel Youth Centre, 175 Commercial St, Edinburgh EH6 6JE",55.977225,-3.175895,https://citadelyouthcentre.org.uk,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1
The Crags Centre,Community organisation,,Charity,,Leisure Centre,,"10 Bowmont Pl, Edinburgh EH8 9RY",55.944965,-3.179715,https://www.cragsedinburgh.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Forge,Community organisation,,,,Community Centre,,"Viewforth Rd, Edinburgh EH11 1AL",55.941307,-3.21357,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THE GROVE COMMUNITY GARDEN,Community organisation,,,,Community Garden,,EH11 1AF,55.942176,-3.217574,https://grovecommunitygarden.wordpress.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Old Schoolhouse,Community organisation,,,,Community Centre,,"The Old Schoolhouse, 140 Morningside Rd, Edinburgh EH10 4PX",55.930008,-3.209993,https://www.osh.org.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Yard,Community organisation,Art (participation),,,Community Education Centre,,"22 Eyre Place Lane, EH3 5EH",55.96102,-3.196593,https://www.theyardscotland.org.uk/the-yard-edinburgh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
Tollcross Community Centre ALP,Community organisation,,Council,,Community Centre and Adult Learning Project,,"Tollcross PS, 117 Fountainbridge",55.943327,-3.206346,https://www.joininedinburgh.org/tollcross,2,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,3,3
Tribe Porty,Community organisation,Multiple,,,Community Hub,Community coworking and creative events,"19 Windsor Place, EH15 2AJ",55.951397,-3.113174,http://tribeporty.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
Tynecastle Community Wing,Community organisation,,Council,,Community Wing,,"c/o Tynecastle High School, 17-19 McLeod Street",55.945774,-3.203349,http://www.joininedinburgh.org/tynecastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valley Park Community Centre,Community organisation,,Council,,Community Centre,,"37 Southhouse Road, Edinburgh",55.898322,-3.156964,https://www.joininedinburgh.org/valleypark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warrender Swim Centre,Community organisation,Leisure,Council,,Leisure Centre,,"55 Thirlestane Road, EH9 1AP",55.935128,-3.197515,https://www.edinburghleisure.co.uk/venues/warrender-swim-centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
West CLD Base,Community organisation,,Council,,Community Learning & Development Office,,"c/o Forrester High School, 212 Broomhouse Road",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Pilton Neighbourhood Centre,Community organisation,,Council,,Neighbourhood Centre,,"19 W Pilton Grove, Edinburgh EH4 4BY",55.971451,-3.245044,https://www.joininedinburgh.org/organisation/29/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Westburn - Gate 55,Community organisation,,Council,,Community Hub,"Gate 55 is a community hub providing library and support services, clubs for all ages, parent groups, exercise classes and access to learning, training, and employment. The activities on offer range from Everyday English to Book Clubs and Homework help.","55 Sighthill Road, Edinburgh",55.920563,-3.289285,http://www.joininedinburgh.org/gate55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wester Hailes Youth Agency,Community organisation,,,,Youth Centre,,"44 Dumbryden Dr, Edinburgh EH14 2QR",55.919143,-3.273894,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Youth Scotland,Community organisation,,,,Youth Centre,,"Balfour House, 19 Bonnington Grove, Edinburgh EH6 4BL",55.971993,-3.19003,https://www.youthscotland.org.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404 Ink ,Digital,Literature,,,Publisher,"Unusual ction, non- ction, humour, poetry and comics in English, Scots and Scottish Gaelic ","8 Albany Ln, Edinburgh EH1 3QP",55.957466,-3.190658,www.404ink.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amnesty,Digital,Literature,,,Secondhand Bookshop,An extension of the literary living rooms of the book addicts and academics of Marchmont. Part of Amnesty International's small chain of charity bookshops.,12 Roseneath Street  EH9 1JH,55.953689,-3.197647,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Armchair Books,Digital,Literature,,,Secondhand Bookshop,"Some of our rarer and more unique books are listed on AbeBooks: https://www.abebooks.co.uk/armchair-books-edinburgh/7238158/sf We keep a wide variety of modern and antiquarian stock, including early edition Harry Potter books.","72-74 West Port, Edinburgh EH1 2LE",55.946314,-3.200019,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barnardo's Bookshop,Digital,Literature,,,Secondhand Bookshop,,45 Clerk Street EH8 9JQ,55.942019,-3.182203,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barrington Stoke ,Digital,Literature,,,Publisher,"Award-winning childrens’ publisher, market leader for struggling, reluctant and dyslexic readers ","18 Walker St, Edinburgh EH3 7LP",55.949282,-3.213642,www.barringtonstoke.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black and White Publishing ,Digital,Literature,,,Publisher,"Scottish literature, biographies, history, general non- ction and YA imprint Ink Road ","Nautical House 104 Commercial St, Edinburgh EH6 6NF",55.977687,-3.17651,www.blackandwhitepublishing.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blackwell,Digital,Literature,,,Bookshop,,"53-62 South Bridge, Edinburgh EH1 1YS",55.947775,-3.186174,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bright Red Publishing ,Digital,Literature,,,Publisher,Scottish secondary educational and revision guides ,"1 Torphichen St, Edinburgh EH3 8HX",55.947115,-3.214222,www.brightredpublishing.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabaret,Digital,Literature,,,Secondhand Bookshop,,"145-147 West Port, Edinburgh EH3 9DP",55.946107,-3.20138,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cadies Productions,Digital,Filming,Independent,,Independent production company,"We have produced the following documentary films:  And So Goodbye (2004, 24 mins), The Rest is Silence (2005, 10 mins), Finding Bob McArthur (2007, 75 mins), Breadmakers (2007, 11 mins), The Scottish Parliament: Following the Ghost Road (2007, 35 mins), William McLaren: An Artist Out of Time (2010, 51 mins), About A Band (2010, 43 mins), A Tale of Two Syrias (2012, 64 mins) and a series of short films for Relationships Scotland (2010-2017)  ","84 W Bow, Edinburgh EH1 2HH",55.948219,-3.19432,cadies.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameo Picturehouse,Digital,Filming,,,Cinema,,,55.942817,-3.204059,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Canongate Books,Digital,Literature,,,Publisher,,"14 High St, Edinburgh EH1 1TE",55.950034,-3.184253,https://canongate.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
CinemaAttic,Digital,Filming,Independent,,Cultural platform,"Our main purpose is to raise the profile of Ibero-American cinema in Scotland and UK. By collaborating with key venues and institutions, we connect emerging filmmakers from Spain, Portugal and Latin America with British organisations and audiences.","54A Great King St, Edinburgh EH3 6QY",55.957854,-3.200573,https://cinemaattic.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citadel Books,Digital,Literature,,,Secondhand Bookshop,"A little bit of everything, an interesting selection including poetry and fiction, art, meditation (Sri Chinmoy) and Scottish. Some new, mostly recent secondhand, many unusual items. Run by author-poet, Alan Spence, and his wife, Janani.",31 Montrose Terrace,55.957197,-3.17076,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Code base,Digital,Informatics design,Independent,,Coworking space,,"38 Castle Terrace, Edinburgh EH3 9DZ",55.947161,-3.201715,https://www.thisiscodebase.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
Creative exchange,Digital,All,Council,,Coworking space,"Edinburgh's incubator for creative & digital businesses. We're passionate about great design, tech, architecture & the creative start up community","29 Constitution St, Edinburgh EH6 7BS",55.975751,-3.165937,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Creative scotland,Digital,All,,,Funding organisation,,"Waverley Gate, 2-4 Waterloo Pl, Edinburgh EH1 3EG",55.953208,-3.188402,https://www.creativescotland.com/what-we-do,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
Dave Sutton,Digital,Illustration,Independent,,Illustrator,,"6.02B, Saint Margarets House, Arts Complex, 151 London Rd, Edinburgh EH8 7TG",55.955703,-3.152131,https://www.davesutton.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominion Cinema,Digital,Filming,,,Cinema,,"Newbattle Terrace, Edinburgh EH10 4RT",55.930762,-3.208775,http://www.dominioncinema.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,2,1,0
Dominion Cinema,Digital,Filming,,,Cinema,,"Newbattle Terrace, Edinburgh EH10 4RT",55.930785,-3.208783,http://www.dominioncinema.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Duncan and Reid,Digital,Literature,,,Secondhand Bookshop,Antiques and books.,"5 Tanfield, Inverleith Row, Edinburgh EH3 5DA",55.963724,-3.201639,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dunedin Academic Press,Digital,Literature,,,Publisher,"Academic, Earth and environmental sciences, Reference ","8 Albany St, Edinburgh EH1 3QB",55.957098,-3.192991,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECA Design Informatics Pavillion,Digital,Informatics design,Edinburgh University,Arts Festival,School,,"47 Potterrow, Edinburgh EH8 9BT",55.945509,-3.187012,https://www.designinformatics.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edinburgh Books,Digital,Literature,,,Secondhand Bookshop,"Scottish books, literature, military, music, theology and travel, as well as some antiquarian.",145-147 West Port EH3 9DP,55.946024,-3.2016,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edinburgh photographic society,Digital,Photography,School,,School,"EPS has a full annual programme of photography, with regular club competitions to challenge and improve your skills. We also have a wide variety of photographic lectures from some superb photographers from all over the UK and beyond.","68 Great King St, Edinburgh EH3 6RB",55.957719,-3.201469,http://www.edinburghphotographicsociety.co.uk/wp/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edinburgh University Film Society,Digital,Filming,UoE,,Society,"Cinema club with screenings in Teviot Union and Pleasance Theatre, non-student membership available.","60 Pleasance, Edinburgh EH8 9TJ",55.947713,-3.181926,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edinburgh University Press ,Digital,Literature,,,Publisher,"History, literature, linguistics & general academic titles, social sciences and humanities, Scottish studies ","The Tun - Holyrood Road, Edinburgh, 12 Jackson’s Entry, 2nd Floor, Edinburgh EH8 8PJ",55.951149,-3.177783,www.euppublishing.com ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elvis Shakespeare,Digital,Literature,,,Secondhand Bookshop,We are specialist dealers in rare vinyl and quality literature.,347 Leith Walk EH6 8SD,55.964282,-3.176962,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eri Griffin Pen & Ink Illustrations,Digital,Illustration,Freelance,,Illustrator and artist,,"514 Websters Land, Edinburgh EH1 2RX",55.946597,-3.19938,http://www.erigriffin-illustrations.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ferry Fair Books ,Digital,Literature,,,Secondhand Bookshop,Charity bookshop with small general stock raising funds for the annual Ferry Fair held each August in South Queensferry.,"High St, South Queensferry EH30 9LL",55.990283,-3.39696,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Film Edinburgh,Digital,Filming,Independent,,Film office,"Film Edinburgh is the film office for Edinburgh, East Lothian and the Scottish Borders. We offer free advice to productions on the locations, crew and facilities that are available in this area. Our local knowledge will save you time in setting up your shoot. We know the locations that are interested in allowing filming and our location library together with the Edinburgh production guide of local crew and facilities will help you find what you're looking for.","26 Frederick St, Edinburgh EH2 2JR",55.952511,-3.200525,https://www.filmedinburgh.org/About-Us,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filmhouse,Digital,Filming,,"Edinburgh International film festival, Arts Festival",Cinema,"Edinburgh's publicly-funded arthouse cinema is a hub for the city's film buffs. The Filmhouse has the most varied programme of alternative film, ranging from arthouse and foreign cinema to mainstream",,55.946442,-3.206049,https://www.filmhousecinema.com,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,0,0
Fledgling Press ,Digital,Literature,,,Publisher,Novels and human interest,"1 Milton Rd W, Edinburgh EH15 1LA",55.94357,-3.117193,www. edglingpress.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Floris Books ,Digital,Literature,,,Publisher,"Celtic, body & spirit, children’s, religion, craft and education, Kelpies picture books ","2A Robertson Ave, Edinburgh EH11 1PZ",55.935856,-3.236302,www. orisbooks.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Golden Hare Books,Digital,Literature,Independent,,Bookshop,,"68 St Stephen St, Edinburgh EH3 5AQ",55.957921,-3.206332,https://goldenharebooks.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Golden Hare Books,Digital,Literature,,,Bookshop,,"68 St Stephen St, Edinburgh EH3 5AQ",55.957913,-3.206332,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLLY-MAY,Digital,Illustration,Independent,,Motion graphics,"Motion Graphics artist based in Edinburgh. Passionate about all things animation, with a keen sense of design and a talent for illustration. Lead Motion Designer at Stampede Animation. I am also part of the team that help set up and runs Move Summit; Scotland's first commercial animation gathering!
I have a Ba Hons in Animation and over 8 years of industry experience.","3 Hill St, Edinburgh EH2 3JP",55.953659,-3.201783,https://www.hollymayward.co.uk/aboutme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jenny proudfoot,Digital,Illustration,Independent,,Illustrator and graphic designer,,"36 Dalmeny St, Edinburgh EH6 8RG",55.964845,-3.174572,jennyproudfoot.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lava town,Digital,Tech,Independent,,Studio and workspace,"An incubation and development space for creative & immersive tech projects. Lighting Design, Interactive installation, Laser specialists, Led Specialists, Design and Motion Graphics, Event production.","27/1 Arthur St, Edinburgh EH6 5DA",55.964808,-3.178317,http://www.lavatown.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lighthouse,Digital,Literature,,,Bookshop,,"43-45 W Nicolson St, Edinburgh EH8 9DB",55.944631,-3.185463,https://www.lighthousebookshop.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Liv Wan Illustration,Digital,Illustration,Independent,,Designer and illustrator,"I’m a designer and illustrator who’s based in Edinburgh, UK, who has a thing about beautiful colours, bold and whimsical illustrations and patterns. I like to cheer people up with my illustrations and I hope to bring joy and happiness to my viewers through my illustrations and designs.","91 Spottiswoode St, Edinburgh EH9 1BZ",55.935851,-3.19751,https://livwanillustration.com/about/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luath Press ,Digital,Literature,,,Publisher,"including guide books, poetry, social history, political satire, children’s ","The, 543/2 Castlehill, Royal Mile, Edinburgh EH1 2ND",55.949024,-3.195344,www.luath.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luna Press Publishing ,Digital,Literature,,,Publisher,"Fantasy, Dark Fantasy, Science Fiction ","149/4 Morrison St, Edinburgh EH3 8AG",55.945744,-3.210145,www.lunapresspublishing.com ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Main Point Books ,Digital,Literature,,,Secondhand Bookshop,An eclectic choice of books bursting with attitude. Recently moved to larger premises.,"77 Bread St, Edinburgh EH3 9AH",55.945904,-3.202034,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McNaughtan's Bookshop,Digital,Literature,,,Secondhand Bookshop,"We have a large general second-hand and antiquarian stock including books on the fine arts, architecture, children's books, literature, history, music, travel, topography, natural history, cookery and gardening. Within the shop is a small gallery space with a rolling programme of exhibitions of the work of contemporary artists. The exhibition space can be rented and you are referred to our website for terms and conditions.","3a-4a Haddington Pl, Edinburgh EH7 4AE",55.959317,-3.183741,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Media Education,Digital,Filming,,,School,,"183 Dalry Rd, Edinburgh EH11 2EB",55.942281,-3.221728,http://mediaeducation.co.uk/ethos/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
Muddy Pearl ,Digital,Literature,,,Publisher,"Spiritual teaching, testimony and witness, ction, children’s, lifestyle ","2 W Tollcross, Edinburgh EH3 9BP",55.944007,-3.204508,www.muddypearl.com ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NMS Enterprises Ltd - Publishing ,Digital,Literature,,,Publisher,"Geology, natural history, Scottish history & culture, educational material, exhibition catalogues, art, archaeology, science, collections ","National Museums Scotland, Chambers St, Edinburgh EH1 1JF",55.947245,-3.189264,www.nms.ac.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odeon,Digital,Filming,,Edinburgh International film festival,Cinema,,"118 Lothian Rd, Edinburgh EH3 8BQ",55.945702,-3.206064,https://www.odeon.co.uk/cinemas/edinburgh_lothian_road/108/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oxfam Book Shop,Digital,Literature,,,Secondhand Bookshop,,"25 Raeburn Pl, Edinburgh EH4 1HU",55.958898,-3.211166,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oxfam Book Shop,Digital,Literature,,,Secondhand Bookshop,,210 Morningside Road,55.92855,-3.20941,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oxfam Book Shop,Digital,Literature,,,Secondhand Bookshop,,116 Nicolson Street,55.94401,-3.1835,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peachtree Films,Digital,Filming,Independent,,Independent production company,"Our main focus is on history, arts and observation documentaries – the genres we love working in. We are storytellers – our films take the audience into other worlds, introduce them to fascinating characters and tell them tales that will move and entertain.","26 George Square, Edinburgh EH8 9DL",55.94307,-3.190213,https://peachtreefilms.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter Bell,Digital,Literature,,,Secondhand Bookshop,,68 West Port,55.94625,-3.20054,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Publishing scotland,Digital,Literature,,,Publisher,,"Scott House, 10 S St Andrew St, Edinburgh EH2 2AZ",55.953366,-3.191971,http://www.publishingscotland.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rob Anderson Illustration LTD,Digital,Illustration,LTD,,Artist,,"4 Glenesk Crescent, Eskbank, Edinburgh, EH22 3BL",55.890408,-3.079062,http://www.robtheillustrator.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Room Nineteen Films,Digital,Filming,Independent,,Independent production company,"We pool together the skills of talented directors, cinematographers, sound designers and editors.
We specialise in documentary films, corporate and promotional films, and music videos.","1/2 Marchmont St, Edinburgh EH9 1EJ",55.938194,-3.200909,http://www.roomnineteenfilms.com/#our-services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Royal Mile Gallery,Digital,Literature,,,Secondhand Bookshop,,272 Canongate,55.95081,-3.18294,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
